,lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
4691,84793248480817,2020,Miller-Lindgren,NYR,pairing,5on5,23,1025.0,196.0,0.14,0.41,0.42,5.42,0.22,0.32,1.34,0.15,3.36,2.6,0.22,0.22,0.22,4.0,4.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,8.0,0.0,0.0,5.0,3.0,1.0,1.0,8.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,11.93,8.0,7.98,0.0,0.06,0.0,0.0,0.29,0.29,0.29,9.34,1.33,0.78,2.27,0.28,3.58,2.75,1.29,1.35,1.3,10.0,1.0,6.0,17.0,3.0,2.0,1.0,4.0,0.0,1.0,1.0,7.0,8.0,0.0,0.0,2.0,8.0,2.0,4.0,4.0,5.0,2.0,0.15,0.69,0.5,1.0,2.0,0.0,17.0,11.0,11.26,2.0,0.17,0.38,0.38,1.13,1.15,1.13
5150,84793238482073,2021,Fox-Schneider,NYR,pairing,5on5,25,1106.0,178.0,0.48,0.38,0.39,8.76,1.13,0.67,1.71,0.25,4.07,3.17,1.08,1.14,1.09,9.0,2.0,1.0,12.0,2.0,1.0,0.0,3.0,0.0,3.0,2.0,7.0,9.0,0.0,0.0,2.0,6.0,2.0,8.0,6.0,4.0,1.0,0.15,0.64,0.34,0.0,2.0,0.0,12.16,11.0,11.11,5.0,0.14,0.34,0.34,0.93,0.94,0.94,12.17,1.21,0.79,2.88,0.39,6.65,5.08,1.17,1.21,1.17,10.0,7.0,3.0,20.0,0.0,1.0,0.0,1.0,0.0,4.0,11.0,10.0,17.0,1.0,2.0,3.0,9.0,2.0,4.0,12.0,4.0,1.0,0.34,0.65,0.22,0.0,0.0,0.0,20.5,17.0,17.32,1.0,0.16,0.06,0.06,1.31,1.32,1.29
12350,84808178481708,2023,Miller-Jones,NYR,pairing,5on5,24,1345.0,185.0,0.46,0.38,0.33,9.2,0.83,0.6,2.34,0.34,5.16,3.74,0.83,0.87,0.86,10.0,3.0,7.0,20.0,2.0,1.0,0.0,0.0,0.0,4.0,6.0,8.0,11.0,0.0,0.0,2.0,9.0,1.0,2.0,10.0,2.0,1.0,0.28,0.34,0.22,1.0,1.0,0.0,21.08,13.0,13.46,0.0,0.12,0.22,0.22,0.73,0.75,0.75,18.27,0.96,1.02,4.72,0.64,10.25,8.42,0.96,0.96,0.95,17.0,9.0,7.0,33.0,2.0,3.0,0.0,5.0,0.0,5.0,11.0,15.0,24.0,1.0,2.0,4.0,8.0,1.0,1.0,22.0,3.0,1.0,0.45,0.29,0.21,1.0,1.0,0.0,33.33,26.0,26.29,0.0,0.21,0.31,0.31,0.86,0.85,0.85
539,84740908476869,2019,Skjei-Smith,NYR,pairing,5on5,17,2970.0,83.0,0.28,0.36,0.33,2.0,0.11,0.12,0.4,0.07,1.27,1.03,0.11,0.12,0.12,2.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,3.9,3.0,3.07,3.0,0.02,0.0,0.0,0.14,0.15,0.14,3.79,0.29,0.28,0.81,0.14,2.49,2.0,0.29,0.29,0.29,4.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,1.0,4.0,3.0,0.0,6.0,0.0,0.0,0.29,0.0,0.0,2.0,0.0,0.0,7.54,6.0,6.17,0.0,0.06,0.0,0.0,0.35,0.35,0.35
4633,84716778479323,2020,Johnson-Fox,NYR,pairing,5on5,8,1597.0,44.0,0.45,0.51,0.5,13.34,0.64,0.78,3.36,0.42,7.74,6.06,0.64,0.64,0.64,12.0,7.0,6.0,25.0,0.0,1.0,0.0,1.0,0.0,10.0,7.0,12.0,19.0,1.0,2.0,8.0,17.0,4.0,7.0,16.0,3.0,0.0,0.3,0.34,0.0,0.0,0.0,0.0,24.01,19.0,18.23,4.0,0.15,0.2,0.0,0.79,0.78,0.78,12.79,0.8,0.74,3.29,0.44,7.73,6.0,0.79,0.85,0.84,17.0,2.0,5.0,24.0,1.0,1.0,1.0,2.0,0.0,7.0,8.0,16.0,18.0,0.0,0.0,8.0,9.0,2.0,3.0,17.0,1.0,1.0,0.46,0.13,0.21,0.0,0.0,1.0,25.18,19.0,19.84,1.0,0.15,0.21,0.21,0.73,0.77,0.77
9772,84768858479323,2022,Fox-Trouba,NYR,pairing,5on5,59,2970.0,480.0,0.49,0.54,0.53,29.12,2.63,2.09,6.38,1.02,16.27,12.61,2.53,2.63,2.53,30.0,11.0,12.0,53.0,2.0,3.0,0.0,4.0,0.0,14.0,18.0,28.0,39.0,0.0,0.0,2.0,12.0,6.0,8.0,30.0,10.0,1.0,1.14,1.25,0.24,1.0,1.0,0.0,52.5,41.0,40.89,2.0,0.42,0.44,0.58,2.47,2.44,2.41,26.73,2.77,1.83,6.45,0.89,13.98,10.06,2.61,2.68,2.52,26.0,10.0,10.0,46.0,3.0,5.0,1.0,2.0,0.0,8.0,18.0,23.0,33.0,4.0,8.0,5.0,17.0,7.0,5.0,24.0,9.0,3.0,0.85,1.04,0.89,2.0,1.0,0.0,45.39,36.0,35.08,2.0,0.38,0.98,0.98,2.17,2.13,2.11
5975,84817088482073,2021,Jones-Schneider,NYR,pairing,5on5,7,3979.0,31.0,0.5,0.45,0.42,21.7,2.23,1.6,4.92,0.7,12.11,8.44,2.14,2.09,2.01,25.0,5.0,15.0,45.0,1.0,2.0,1.0,7.0,1.0,8.0,11.0,24.0,29.0,3.0,6.0,19.0,37.0,11.0,4.0,17.0,11.0,2.0,0.35,1.23,0.64,0.0,0.0,1.0,41.76,30.0,27.9,3.0,0.33,0.64,0.64,1.92,1.8,1.77,29.07,2.2,2.03,6.45,0.99,17.18,12.14,2.17,2.34,2.31,30.0,11.0,14.0,55.0,1.0,1.0,0.0,6.0,2.0,16.0,15.0,29.0,40.0,4.0,8.0,23.0,34.0,5.0,7.0,35.0,5.0,1.0,1.24,0.58,0.37,1.0,0.0,0.0,57.94,41.0,42.86,5.0,0.41,0.37,0.37,2.23,2.34,2.31
4081,84716778477950,2020,Johnson-Deangelo,NYR,pairing,5on5,3,2084.0,8.0,0.43,0.5,0.5,13.83,0.89,0.77,3.56,0.44,7.65,5.69,0.87,0.89,0.88,16.0,3.0,5.0,24.0,0.0,0.0,0.0,6.0,0.0,6.0,7.0,16.0,19.0,1.0,2.0,7.0,22.0,2.0,3.0,15.0,3.0,1.0,0.26,0.36,0.27,0.0,0.0,0.0,23.6,19.0,18.82,1.0,0.16,0.0,0.0,1.04,1.05,1.03,13.25,1.16,0.87,3.53,0.45,7.34,5.64,1.15,1.14,1.14,13.0,6.0,5.0,24.0,3.0,2.0,1.0,0.0,0.0,7.0,7.0,10.0,16.0,2.0,4.0,15.0,22.0,4.0,4.0,14.0,4.0,1.0,0.4,0.44,0.33,1.0,1.0,1.0,24.07,19.0,19.15,0.0,0.18,0.43,0.43,0.91,0.92,0.92
4243,84758688479323,2020,Bitetto-Fox,NYR,pairing,5on5,10,686.0,76.0,0.57,0.5,0.48,8.59,1.12,0.65,1.76,0.24,4.35,2.88,1.0,1.12,1.0,9.0,2.0,3.0,14.0,0.0,1.0,0.0,3.0,0.0,3.0,4.0,9.0,11.0,0.0,0.0,3.0,3.0,0.0,1.0,7.0,2.0,2.0,0.18,0.24,0.7,0.0,0.0,0.0,13.56,11.0,10.77,0.0,0.13,0.41,0.41,0.84,0.84,0.83,9.04,0.85,0.62,1.94,0.28,4.68,3.63,0.85,0.89,0.89,10.0,2.0,2.0,14.0,3.0,1.0,1.0,0.0,0.0,3.0,5.0,7.0,9.0,0.0,0.0,1.0,7.0,0.0,1.0,9.0,1.0,2.0,0.3,0.08,0.48,1.0,0.0,2.0,14.83,12.0,12.46,0.0,0.13,0.03,0.03,0.95,0.98,0.98
9745,84768858482073,2022,Trouba-Schneider,NYR,pairing,5on5,43,2867.0,359.0,0.47,0.4,0.42,20.55,1.87,1.33,5.0,0.66,10.75,8.38,1.87,1.94,1.93,23.0,5.0,8.0,36.0,5.0,1.0,0.0,3.0,1.0,7.0,11.0,18.0,23.0,3.0,9.0,11.0,28.0,5.0,8.0,20.0,5.0,3.0,0.54,0.66,0.68,2.0,2.0,1.0,36.81,28.0,28.15,6.0,0.27,0.21,0.21,1.94,1.98,1.98,27.2,2.16,1.71,7.04,0.93,15.22,10.93,2.15,2.12,2.11,28.0,10.0,15.0,53.0,3.0,2.0,0.0,7.0,0.0,9.0,17.0,25.0,35.0,1.0,5.0,10.0,16.0,1.0,10.0,28.0,8.0,2.0,0.77,0.91,0.48,1.0,1.0,1.0,51.91,38.0,37.1,5.0,0.35,0.23,0.23,2.28,2.23,2.23
13171,84769798481708,2023,Gustafsson-Jones,NYR,pairing,5on5,22,6837.0,131.0,0.46,0.55,0.53,54.61,3.6,3.51,13.1,1.8,32.7,24.29,3.57,3.7,3.67,46.0,33.0,38.0,117.0,5.0,2.0,1.0,7.0,0.0,27.0,38.0,41.0,74.0,7.0,14.0,40.0,44.0,26.0,17.0,64.0,14.0,1.0,1.82,1.56,0.22,4.0,1.0,0.0,120.98,79.0,81.34,12.0,0.72,0.38,0.38,3.95,4.04,4.02,51.24,4.24,3.11,12.74,1.8,26.89,21.22,4.07,4.13,3.98,48.0,22.0,25.0,95.0,1.0,5.0,0.0,9.0,0.0,26.0,29.0,47.0,69.0,9.0,18.0,25.0,60.0,15.0,11.0,56.0,9.0,5.0,1.57,1.12,1.55,0.0,1.0,0.0,92.57,70.0,68.29,6.0,0.64,1.0,1.0,3.88,3.84,3.82
460,84768858477950,2019,Deangelo-Trouba,NYR,pairing,5on5,39,2060.0,365.0,0.69,0.52,0.59,22.3,2.15,1.42,5.03,0.7,11.52,9.18,2.07,2.12,2.05,25.0,5.0,7.0,37.0,2.0,3.0,0.0,3.0,0.0,10.0,12.0,23.0,28.0,1.0,2.0,5.0,7.0,3.0,10.0,20.0,6.0,4.0,0.47,0.63,1.04,2.0,0.0,0.0,36.82,30.0,29.98,4.0,0.29,0.82,1.04,1.4,1.4,1.39,14.49,0.95,0.91,3.17,0.47,8.63,6.88,0.94,0.95,0.94,11.0,10.0,13.0,34.0,0.0,1.0,0.0,2.0,0.0,10.0,8.0,11.0,21.0,3.0,6.0,5.0,13.0,3.0,4.0,18.0,3.0,0.0,0.59,0.36,0.0,0.0,0.0,0.0,34.62,21.0,21.49,3.0,0.18,0.17,0.17,0.96,0.97,0.97
12994,84793238482073,2023,Fox-Schneider,NYR,pairing,5on5,48,2038.0,396.0,0.66,0.49,0.52,25.13,2.36,1.7,5.91,0.79,12.99,10.26,2.31,2.33,2.29,22.0,12.0,7.0,41.0,1.0,3.0,0.0,6.0,0.0,8.0,16.0,21.0,33.0,3.0,6.0,1.0,14.0,4.0,5.0,24.0,8.0,2.0,0.69,1.21,0.46,0.0,1.0,0.0,40.8,34.0,33.73,5.0,0.35,0.27,0.27,2.44,2.43,2.4,22.41,1.21,1.3,6.26,0.77,12.39,9.07,1.2,1.22,1.21,20.0,11.0,12.0,43.0,2.0,2.0,0.0,6.0,0.0,13.0,8.0,18.0,29.0,0.0,0.0,6.0,9.0,8.0,8.0,28.0,3.0,0.0,0.78,0.43,0.0,1.0,1.0,0.0,43.61,31.0,31.02,3.0,0.26,0.06,0.06,1.41,1.42,1.41
936,84716868474090,2019,Smith-Staal,NYR,pairing,5on5,30,5226.0,182.0,0.34,0.36,0.37,9.37,0.6,0.66,2.15,0.35,5.79,4.45,0.59,0.62,0.61,6.0,8.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,6.0,14.0,3.0,6.0,7.0,18.0,1.0,3.0,12.0,2.0,0.0,0.32,0.28,0.0,0.0,0.0,0.0,19.3,14.0,14.36,1.0,0.13,0.0,0.0,0.73,0.76,0.75,16.78,1.19,0.97,4.24,0.56,9.59,7.45,1.18,1.21,1.2,19.0,5.0,10.0,34.0,0.0,2.0,0.0,7.0,0.0,3.0,12.0,19.0,24.0,1.0,2.0,8.0,12.0,5.0,3.0,21.0,1.0,2.0,0.5,0.09,0.59,0.0,0.0,0.0,34.09,24.0,24.04,1.0,0.2,0.59,0.59,0.79,0.8,0.8
622,84740908479324,2019,Lindgren-Smith,NYR,pairing,5on5,21,3194.0,126.0,0.16,0.2,0.33,0.72,0.02,0.03,0.17,0.02,0.43,0.32,0.02,0.03,0.03,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,1.15,1.0,1.15,4.0,0.01,0.0,0.0,0.03,0.03,0.03,1.33,0.12,0.1,0.24,0.05,0.91,0.58,0.12,0.12,0.12,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.02,0.1,0.0,0.0,0.0,0.0,4.01,2.0,1.95,0.0,0.02,0.0,0.0,0.14,0.14,0.14
1575,84793238479333,2019,Hajek-Fox,NYR,pairing,5on5,20,2109.0,163.0,0.41,0.32,0.32,10.78,1.14,0.72,2.38,0.36,5.82,4.57,1.11,1.13,1.1,10.0,5.0,4.0,19.0,2.0,2.0,1.0,2.0,0.0,2.0,7.0,8.0,13.0,3.0,6.0,8.0,9.0,2.0,10.0,9.0,6.0,0.0,0.33,0.81,0.0,1.0,1.0,0.0,18.74,15.0,14.85,7.0,0.15,0.28,0.28,1.02,1.0,1.0,22.75,1.67,1.37,5.74,0.75,12.73,9.74,1.62,1.71,1.66,24.0,8.0,9.0,41.0,1.0,3.0,0.0,3.0,0.0,8.0,17.0,23.0,31.0,1.0,2.0,10.0,17.0,1.0,7.0,26.0,5.0,1.0,0.73,0.62,0.32,0.0,1.0,0.0,41.88,32.0,32.63,3.0,0.28,0.26,0.26,1.7,1.73,1.72
2431,84740908477950,2019,Smith-Deangelo,NYR,pairing,5on5,12,1990.0,80.0,0.48,0.55,0.57,20.38,1.32,1.26,4.67,0.6,10.72,8.43,1.32,1.31,1.3,23.0,4.0,6.0,33.0,0.0,0.0,0.0,8.0,0.0,7.0,12.0,23.0,27.0,0.0,0.0,9.0,8.0,2.0,3.0,22.0,4.0,1.0,0.6,0.46,0.26,0.0,0.0,0.0,32.51,27.0,26.65,1.0,0.26,0.0,0.0,1.58,1.56,1.55,14.89,1.44,1.07,3.14,0.54,7.92,5.9,1.39,1.46,1.41,13.0,7.0,7.0,27.0,0.0,1.0,0.0,1.0,1.0,5.0,12.0,13.0,20.0,4.0,8.0,13.0,8.0,4.0,4.0,12.0,7.0,1.0,0.36,0.78,0.3,0.0,0.0,0.0,27.86,20.0,20.57,3.0,0.22,0.3,0.3,1.36,1.38,1.38
10006,84793238482073,2022,Fox-Schneider,NYR,pairing,5on5,54,3401.0,415.0,0.46,0.48,0.5,31.32,2.43,2.19,6.76,0.94,17.64,13.04,2.36,2.45,2.39,37.0,6.0,9.0,52.0,2.0,2.0,0.0,4.0,1.0,14.0,20.0,35.0,41.0,5.0,16.0,13.0,22.0,10.0,11.0,30.0,13.0,0.0,0.95,1.48,0.0,0.0,2.0,0.0,51.97,43.0,42.68,2.0,0.45,0.29,0.29,2.58,2.6,2.57,32.49,2.83,2.07,8.08,1.08,15.58,13.37,2.7,2.85,2.73,32.0,11.0,13.0,56.0,1.0,4.0,0.0,6.0,0.0,16.0,16.0,31.0,42.0,7.0,23.0,8.0,21.0,9.0,9.0,30.0,10.0,3.0,0.74,1.37,0.71,1.0,0.0,0.0,55.77,43.0,43.06,2.0,0.43,0.71,0.71,2.55,2.59,2.55
265,84716868476885,2019,Staal-Trouba,NYR,pairing,5on5,42,3892.0,334.0,0.34,0.43,0.43,24.56,1.48,1.52,5.72,0.77,14.07,11.42,1.48,1.45,1.44,23.0,12.0,14.0,49.0,1.0,0.0,0.0,4.0,0.0,13.0,17.0,22.0,34.0,4.0,11.0,22.0,17.0,6.0,15.0,32.0,2.0,1.0,0.99,0.26,0.24,1.0,0.0,0.0,48.35,35.0,34.37,10.0,0.31,0.0,0.0,1.79,1.75,1.74,32.94,2.87,2.18,7.99,1.12,18.42,13.41,2.72,2.93,2.77,29.0,17.0,20.0,66.0,1.0,3.0,0.0,5.0,1.0,17.0,19.0,28.0,45.0,4.0,11.0,22.0,35.0,9.0,13.0,34.0,9.0,3.0,0.96,1.11,0.8,0.0,1.0,0.0,66.97,46.0,46.71,6.0,0.45,0.8,0.8,2.52,2.54,2.46
10002,84768858481708,2022,Jones-Trouba,NYR,pairing,5on5,13,2557.0,70.0,0.33,0.46,0.43,22.87,1.76,1.54,4.99,0.68,12.42,9.61,1.76,1.78,1.77,23.0,8.0,17.0,48.0,3.0,0.0,0.0,6.0,1.0,10.0,11.0,20.0,28.0,3.0,6.0,6.0,24.0,8.0,5.0,22.0,7.0,2.0,0.55,0.75,0.46,2.0,1.0,0.0,48.82,31.0,31.54,3.0,0.32,0.0,0.0,2.08,2.1,2.09,30.35,3.56,2.32,6.02,0.99,16.19,11.92,3.34,3.64,3.41,32.0,9.0,16.0,57.0,3.0,3.0,1.0,4.0,0.0,16.0,15.0,29.0,38.0,1.0,2.0,23.0,12.0,1.0,11.0,22.0,15.0,4.0,0.67,1.74,1.14,2.0,0.0,1.0,56.56,41.0,41.17,8.0,0.48,0.88,0.88,3.16,3.22,3.15
5004,84768858480817,2021,Miller-Trouba,NYR,pairing,5on5,81,76887.0,116.0,0.48,0.49,0.5,608.51,49.92,40.78,147.32,20.28,342.48,252.22,48.54,49.82,48.46,614.0,239.0,280.0,1133.0,58.0,51.0,11.0,154.0,22.0,255.0,313.0,556.0,795.0,91.0,205.0,579.0,690.0,168.0,204.0,648.0,161.0,44.0,17.37,19.5,13.04,23.0,23.0,12.0,1142.36,853.0,856.81,109.0,8.38,12.0,12.0,46.3,46.41,45.86,625.7,54.4,42.67,146.54,20.25,345.84,256.32,52.57,54.39,52.56,636.0,230.0,290.0,1156.0,42.0,46.0,9.0,119.0,12.0,294.0,353.0,594.0,824.0,77.0,179.0,544.0,457.0,150.0,170.0,633.0,186.0,47.0,18.37,23.35,12.68,17.0,16.0,9.0,1152.62,866.0,863.61,84.0,8.83,10.56,10.68,52.55,52.52,51.66
9309,84774338479324,2022,Lindgren-Harpur,NYR,pairing,5on5,10,602.0,84.0,0.26,0.22,0.23,2.14,0.33,0.16,0.46,0.08,1.14,0.84,0.33,0.35,0.35,3.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,2.0,0.0,0.05,0.28,0.0,0.0,0.0,0.0,4.06,3.0,3.16,1.0,0.03,0.0,0.0,0.36,0.39,0.39,7.09,0.92,0.52,1.75,0.31,3.91,2.58,0.87,0.87,0.82,4.0,6.0,4.0,14.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,4.0,10.0,0.0,0.0,1.0,9.0,1.0,0.0,5.0,4.0,1.0,0.14,0.54,0.24,0.0,0.0,0.0,13.14,10.0,9.53,0.0,0.11,0.24,0.24,0.79,0.74,0.72
9261,84793238479324,2022,Lindgren-Fox,NYR,pairing,5on5,63,53862.0,118.0,0.55,0.55,0.55,470.09,41.3,32.15,110.24,15.26,263.42,190.63,39.65,41.96,40.25,453.0,200.0,211.0,864.0,44.0,39.0,5.0,64.0,12.0,269.0,225.0,409.0,609.0,46.0,104.0,445.0,312.0,120.0,149.0,482.0,134.0,37.0,14.91,15.84,10.55,15.0,19.0,10.0,876.86,653.0,660.72,66.0,6.68,7.93,7.82,40.17,40.74,39.82,401.48,34.37,26.73,96.75,12.67,210.77,159.72,32.55,34.22,32.43,412.0,129.0,168.0,709.0,26.0,34.0,6.0,64.0,6.0,199.0,212.0,386.0,515.0,63.0,138.0,493.0,357.0,104.0,173.0,408.0,95.0,38.0,12.4,11.99,9.98,12.0,9.0,5.0,705.23,541.0,538.89,99.0,5.57,7.41,7.41,32.53,32.34,31.63
4539,84768858479333,2020,Hajek-Trouba,NYR,pairing,5on5,12,652.0,88.0,0.38,0.14,0.2,1.4,0.24,0.09,0.32,0.04,0.69,0.61,0.24,0.26,0.26,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,0.0,1.0,1.0,0.0,1.0,0.01,0.0,0.23,0.0,0.0,0.0,2.13,2.0,2.13,0.0,0.02,0.0,0.0,0.26,0.28,0.28,5.78,0.39,0.36,1.5,0.2,3.13,2.44,0.38,0.39,0.39,7.0,1.0,4.0,12.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,6.0,2.0,4.0,1.0,4.0,0.0,1.0,6.0,2.0,0.0,0.2,0.18,0.0,1.0,1.0,0.0,12.45,8.0,8.34,1.0,0.07,0.0,0.0,0.46,0.47,0.47
5510,84740278475747,2021,Nemeth-Braun,NYR,pairing,5on5,3,1748.0,10.0,0.31,0.51,0.5,11.91,0.49,0.66,3.43,0.4,7.01,5.0,0.49,0.48,0.48,14.0,3.0,4.0,21.0,0.0,0.0,0.0,3.0,0.0,7.0,7.0,14.0,17.0,1.0,2.0,13.0,11.0,1.0,2.0,16.0,1.0,0.0,0.39,0.11,0.0,0.0,0.0,0.0,20.53,17.0,16.66,0.0,0.13,0.0,0.0,0.63,0.61,0.61,12.41,1.11,0.82,2.92,0.4,6.99,4.75,1.01,1.13,1.03,15.0,2.0,3.0,20.0,3.0,2.0,1.0,5.0,0.0,1.0,6.0,12.0,14.0,2.0,4.0,10.0,17.0,4.0,2.0,13.0,3.0,1.0,0.44,0.4,0.27,2.0,1.0,0.0,21.03,17.0,17.76,0.0,0.17,0.44,0.44,0.85,0.86,0.85
2453,84740908479323,2019,Smith-Fox,NYR,pairing,5on5,9,920.0,73.0,0.88,0.74,0.79,7.95,0.59,0.53,1.71,0.25,4.35,3.57,0.59,0.57,0.57,8.0,3.0,3.0,14.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,7.0,10.0,0.0,0.0,4.0,3.0,1.0,4.0,8.0,3.0,0.0,0.21,0.39,0.0,0.0,1.0,0.0,13.59,11.0,10.64,4.0,0.11,0.0,0.0,0.7,0.68,0.67,1.72,0.08,0.14,0.51,0.1,1.24,0.94,0.08,0.08,0.08,2.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,4.81,3.0,2.86,0.0,0.03,0.0,0.0,0.11,0.1,0.1
12311,84768858482073,2023,Trouba-Schneider,NYR,pairing,5on5,38,2160.0,264.0,0.43,0.29,0.37,10.45,1.01,0.58,2.75,0.38,5.63,4.65,0.95,0.99,0.93,11.0,4.0,3.0,18.0,2.0,1.0,1.0,2.0,0.0,4.0,6.0,9.0,13.0,1.0,2.0,5.0,21.0,6.0,3.0,13.0,1.0,1.0,0.42,0.12,0.48,1.0,0.0,1.0,17.89,15.0,15.03,3.0,0.12,0.48,0.48,0.65,0.64,0.64,19.26,1.34,1.23,4.42,0.61,10.61,7.79,1.33,1.3,1.29,19.0,7.0,18.0,44.0,3.0,0.0,0.0,2.0,0.0,12.0,9.0,16.0,23.0,0.0,0.0,2.0,12.0,3.0,3.0,21.0,4.0,1.0,0.71,0.42,0.22,1.0,1.0,1.0,42.81,26.0,25.53,0.0,0.25,0.0,0.0,1.6,1.55,1.54
9377,84768858479333,2022,Hajek-Trouba,NYR,pairing,5on5,9,1989.0,67.0,0.48,0.41,0.47,12.57,0.69,0.8,3.35,0.39,6.66,5.1,0.69,0.65,0.65,13.0,4.0,5.0,22.0,1.0,1.0,0.0,2.0,1.0,5.0,7.0,12.0,16.0,6.0,15.0,21.0,27.0,5.0,4.0,15.0,2.0,0.0,0.4,0.29,0.0,1.0,0.0,0.0,20.2,17.0,15.8,4.0,0.17,0.07,0.07,0.79,0.75,0.74,13.25,0.75,0.76,3.79,0.48,7.61,5.61,0.75,0.79,0.79,10.0,9.0,13.0,32.0,1.0,0.0,0.0,2.0,0.0,11.0,5.0,9.0,18.0,2.0,7.0,13.0,18.0,3.0,3.0,17.0,2.0,0.0,0.43,0.31,0.0,0.0,1.0,0.0,33.64,19.0,19.78,2.0,0.15,0.0,0.0,0.9,0.95,0.95
