,team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
15,NJD,2019,N.J,N.J,Team Level,other,69,0.46,0.45,0.46,11051.0,108.59,18.72,7.44,19.74,3.53,55.55,42.02,17.85,18.72,17.85,107.0,40.0,39.0,186.0,16.0,7.0,1.0,15.0,4.0,36.0,69.0,91.0,131.0,10.0,20.0,92.0,30.0,39.0,26.0,86.0,36.0,25.0,2.92,4.39,11.4,2.0,2.0,12.0,186.0,147.0,147.0,10.0,2.11,2.05,1.89,18.94,18.94,18.78,127.68,21.73,8.13,23.99,4.24,63.74,51.3,21.0,21.73,21.0,131.0,44.0,56.0,231.0,23.0,6.0,5.0,19.0,8.0,55.0,64.0,108.0,152.0,9.0,18.0,128.0,28.0,29.0,19.0,107.0,41.0,27.0,4.04,5.23,12.46,7.0,5.0,11.0,231.0,175.0,175.0,9.0,2.31,2.64,3.99,19.93,19.93,19.71
433,NJD,2021,NJD,NJD,Team Level,4on5,82,0.14,0.17,0.17,19815.0,51.95,5.05,2.66,7.48,1.71,17.81,38.28,5.02,5.05,5.02,61.0,12.0,16.0,89.0,5.0,1.0,0.0,4.0,1.0,10.0,52.0,56.0,68.0,9.0,18.0,168.0,48.0,63.0,34.0,52.0,16.0,5.0,1.34,2.25,1.46,1.0,3.0,1.0,89.0,73.0,73.0,32.0,0.62,0.04,0.0,5.67,5.67,5.63,255.14,32.13,22.24,51.76,8.38,157.03,83.45,30.9,32.13,30.9,253.0,102.0,81.0,436.0,37.0,22.0,8.0,47.0,12.0,115.0,122.0,216.0,318.0,12.0,24.0,169.0,21.0,22.0,80.0,244.0,78.0,33.0,6.09,9.3,16.74,9.0,7.0,21.0,436.0,355.0,355.0,9.0,5.62,6.56,6.56,31.19,31.19,30.28
434,NJD,2021,NJD,NJD,Team Level,5on4,82,0.78,0.83,0.8,21710.0,267.31,28.69,23.39,56.15,9.55,171.37,86.86,27.22,28.69,27.22,255.0,121.0,138.0,514.0,35.0,19.0,6.0,58.0,15.0,137.0,112.0,220.0,341.0,17.0,32.0,212.0,36.0,13.0,71.0,272.0,76.0,28.0,7.28,8.96,12.45,2.0,15.0,18.0,514.0,376.0,376.0,9.0,6.03,5.29,5.29,29.43,29.43,28.29,69.25,7.96,3.59,9.86,2.28,21.23,47.08,7.75,7.96,7.75,75.0,17.0,10.0,102.0,14.0,3.0,2.0,7.0,2.0,14.0,52.0,61.0,78.0,5.0,10.0,167.0,81.0,51.0,29.0,55.0,29.0,8.0,1.65,3.62,2.69,3.0,8.0,3.0,102.0,92.0,92.0,23.0,0.81,1.12,1.12,7.65,7.65,7.53
17,NJD,2019,N.J,N.J,Team Level,5on5,69,0.47,0.46,0.47,199440.0,1576.05,130.18,100.69,367.1,50.4,870.33,661.29,126.32,130.91,126.99,1585.0,595.0,662.0,2842.0,124.0,86.0,16.0,396.0,61.0,627.0,886.0,1461.0,2056.0,211.0,465.0,1430.0,1248.0,382.0,556.0,1637.0,451.0,92.0,47.79,55.31,27.09,45.0,55.0,24.0,2839.62,2180.0,2185.52,344.0,20.72,19.45,20.34,130.57,131.13,129.27,1783.84,148.09,114.48,418.99,59.54,988.45,744.63,143.5,149.45,144.85,1792.0,685.0,855.0,3332.0,157.0,125.0,22.0,452.0,70.0,755.0,918.0,1635.0,2320.0,224.0,492.0,1606.0,1203.0,445.0,436.0,1865.0,489.0,123.0,55.78,58.79,33.52,71.0,53.0,33.0,3360.69,2477.0,2491.9,241.0,23.57,24.65,24.9,146.56,148.0,145.58
707,NJD,2023,NJD,NJD,Team Level,5on5,82,0.52,0.52,0.51,239134.0,2074.36,186.49,135.36,529.35,71.69,1103.6,814.64,177.9,187.35,178.75,1953.0,890.0,1195.0,4038.0,177.0,252.0,27.0,395.0,9.0,927.0,1083.0,1776.0,2666.0,254.0,563.0,1906.0,1556.0,483.0,540.0,2135.0,485.0,223.0,59.65,62.17,64.68,72.0,67.0,38.0,4043.69,2843.0,2848.33,279.0,28.23,54.15,54.45,160.21,161.08,158.31,2007.13,173.39,129.34,500.24,68.08,1070.85,813.11,166.26,174.95,167.73,1924.0,831.0,983.0,3738.0,185.0,233.0,27.0,387.0,11.0,907.0,1032.0,1739.0,2570.0,242.0,550.0,1653.0,1721.0,482.0,490.0,2047.0,518.0,190.0,56.14,64.86,52.4,72.0,67.0,46.0,3760.95,2755.0,2773.51,234.0,26.87,46.48,46.76,153.5,154.73,151.95
708,NJD,2023,NJD,NJD,Team Level,4on5,82,0.1,0.12,0.14,23054.0,57.55,4.33,2.68,8.44,1.82,19.08,41.65,4.27,4.33,4.27,62.0,16.0,12.0,90.0,3.0,2.0,0.0,7.0,0.0,16.0,50.0,59.0,75.0,8.0,16.0,206.0,67.0,43.0,18.0,65.0,7.0,6.0,1.74,0.82,1.77,1.0,1.0,1.0,90.0,78.0,78.0,15.0,0.61,0.61,0.61,4.32,4.32,4.31,334.74,39.9,31.09,71.05,11.4,203.32,104.23,37.07,39.9,37.07,317.0,144.0,174.0,635.0,44.0,39.0,5.0,35.0,2.0,193.0,148.0,273.0,417.0,21.0,42.0,174.0,29.0,15.0,49.0,324.0,90.0,47.0,8.14,10.48,21.28,10.0,9.0,25.0,635.0,461.0,461.0,5.0,7.97,7.2,6.93,40.94,40.94,38.65
709,NJD,2023,NJD,NJD,Team Level,5on4,82,0.85,0.88,0.84,22919.0,335.9,45.3,30.06,72.62,11.18,197.93,101.91,42.11,45.3,42.11,339.0,120.0,243.0,702.0,46.0,42.0,7.0,67.0,2.0,174.0,128.0,293.0,413.0,15.0,36.0,221.0,22.0,14.0,59.0,300.0,97.0,62.0,8.79,12.0,24.5,10.0,7.0,29.0,702.0,459.0,459.0,4.0,7.92,10.43,10.2,43.0,43.0,40.98,68.02,7.82,3.65,9.56,2.1,20.7,45.17,7.69,7.82,7.69,66.0,23.0,6.0,95.0,8.0,2.0,1.0,6.0,1.0,17.0,55.0,58.0,81.0,9.0,24.0,187.0,91.0,60.0,25.0,57.0,21.0,11.0,2.1,2.75,2.97,2.0,5.0,1.0,95.0,89.0,89.0,22.0,0.83,0.34,0.34,8.31,8.31,8.2
519,NJD,2022,NJD,NJD,Team Level,5on4,82,0.88,0.86,0.84,20561.0,319.21,43.34,28.52,64.01,10.93,191.22,100.99,39.04,43.34,39.04,321.0,118.0,154.0,593.0,40.0,39.0,7.0,52.0,8.0,195.0,105.0,281.0,399.0,12.0,22.0,214.0,21.0,10.0,76.0,277.0,113.0,49.0,7.09,14.18,22.07,4.0,12.0,24.0,593.0,439.0,439.0,4.0,7.37,9.99,9.99,40.72,40.72,38.64,65.31,5.83,2.98,9.53,2.01,20.5,45.14,5.81,5.83,5.81,62.0,24.0,14.0,100.0,7.0,0.0,0.0,6.0,0.0,18.0,55.0,55.0,79.0,7.0,14.0,157.0,66.0,51.0,21.0,63.0,15.0,8.0,1.77,1.91,2.15,1.0,4.0,2.0,100.0,86.0,86.0,18.0,0.68,0.0,0.0,6.52,6.52,6.49
18,NJD,2019,N.J,N.J,Team Level,4on5,69,0.24,0.21,0.23,20176.0,83.67,10.29,4.14,11.42,2.46,24.87,57.82,10.11,10.29,10.11,88.0,23.0,14.0,125.0,9.0,8.0,2.0,7.0,0.0,23.0,64.0,79.0,102.0,14.0,32.0,154.0,71.0,51.0,36.0,70.0,25.0,16.0,2.05,3.35,4.88,3.0,2.0,4.0,125.0,111.0,111.0,33.0,0.96,2.22,2.22,9.03,9.03,8.99,263.85,33.09,22.08,53.21,8.45,164.96,87.28,30.46,33.09,30.46,270.0,100.0,109.0,479.0,36.0,18.0,9.0,63.0,5.0,133.0,115.0,234.0,334.0,16.0,38.0,198.0,33.0,10.0,59.0,257.0,81.0,32.0,6.66,9.16,17.28,6.0,11.0,19.0,479.0,370.0,370.0,14.0,5.62,8.52,8.52,30.12,30.12,28.31
19,NJD,2019,N.J,N.J,Team Level,5on4,69,0.84,0.86,0.85,21615.0,324.21,37.22,28.43,66.47,10.63,203.08,106.18,35.16,37.22,35.16,335.0,117.0,112.0,564.0,36.0,31.0,6.0,66.0,12.0,159.0,148.0,299.0,416.0,17.0,39.0,191.0,32.0,13.0,52.0,316.0,100.0,36.0,7.68,12.71,16.83,5.0,11.0,20.0,564.0,452.0,452.0,8.0,7.28,7.05,6.31,38.17,38.17,36.66,59.21,6.95,3.18,8.21,1.89,18.34,40.43,6.73,6.95,6.73,64.0,15.0,13.0,92.0,8.0,4.0,0.0,7.0,1.0,14.0,45.0,56.0,71.0,9.0,21.0,188.0,75.0,57.0,40.0,48.0,20.0,11.0,1.46,2.4,3.08,2.0,3.0,3.0,92.0,79.0,79.0,37.0,0.73,0.77,0.77,6.91,6.91,6.85
212,NJD,2020,N.J,N.J,Team Level,5on5,56,0.49,0.51,0.49,168223,1307.54,108.23,84.25,308.76,41.52,728.77,542.01,105.02,108.08,104.85,1313,537,591,2441,102,84,19,332,50,543,739,1211,1748,139,316,1173,875,368,473,1420,348,82,42.82,41.58,23.83,38,44,20,2416.87,1850,1840.46,249,17.28,19.44,20.57,102.53,102.37,100.99,1348.7,112.8,87.48,321.53,43.68,750.85,553.84,109.75,114.28,111.23,1385,502,506,2393,123,97,17,382,57,503,725,1262,1764,157,346,1318,995,343,380,1437,354,96,42.23,42.94,27.63,50,48,25,2424.3,1887,1902.1,201,18.01,21.15,21.15,108.49,110.0,108.55
515,NJD,2022,NJD,NJD,Team Level,other,82,0.64,0.56,0.58,9369.0,168.95,43.81,11.43,27.68,5.49,86.85,56.73,40.37,43.81,40.37,171.0,61.0,64.0,296.0,43.0,14.0,5.0,20.0,7.0,78.0,70.0,128.0,189.0,6.0,12.0,118.0,28.0,26.0,16.0,95.0,76.0,61.0,3.93,9.2,30.69,6.0,12.0,25.0,296.0,232.0,232.0,4.0,3.28,4.11,4.11,42.98,42.98,40.93,121.45,25.02,8.92,21.86,4.02,65.6,39.58,23.77,25.02,23.77,114.0,51.0,67.0,232.0,23.0,13.0,2.0,10.0,2.0,70.0,47.0,91.0,142.0,10.0,20.0,98.0,41.0,21.0,21.0,82.0,47.0,36.0,3.34,5.41,16.27,4.0,4.0,15.0,232.0,165.0,165.0,6.0,2.65,2.9,2.9,24.77,24.77,23.93
706,NJD,2023,NJD,NJD,Team Level,all,82,0.5,0.52,0.51,296958.0,2628.02,274.6,179.92,639.14,90.21,1405.88,1006.38,259.09,275.46,259.95,2516.0,1082.0,1534.0,5132.0,264.0,321.0,38.0,493.0,12.0,1186.0,1322.0,2252.0,3334.0,283.0,627.0,2461.0,1667.0,563.0,644.0,2598.0,648.0,352.0,74.39,82.3,117.92,92.0,82.0,90.0,5137.69,3598.0,3603.33,310.0,40.18,73.52,73.58,241.13,242.0,234.94,2567.06,269.61,174.63,606.8,86.74,1374.01,1011.21,256.31,271.18,257.78,2458.0,1065.0,1229.0,4752.0,281.0,290.0,36.0,451.0,14.0,1189.0,1298.0,2177.0,3242.0,282.0,639.0,2136.0,1868.0,582.0,585.0,2522.0,673.0,328.0,70.22,83.64,115.75,89.0,85.0,107.0,4774.95,3523.0,3541.51,268.0,38.71,59.39,59.39,248.93,250.17,242.09
213,NJD,2020,N.J,N.J,Team Level,4on5,56,0.08,0.1,0.11,14054,26.79,2.65,1.32,3.92,0.85,8.69,19.7,2.64,2.65,2.64,28,11,4,43,3,0,0,1,3,3,29,25,36,0,0,98,37,25,17,30,6,3,0.95,0.82,0.89,1,1,1,43.0,39,39.0,16,0.31,0.0,0.0,2.83,2.83,2.82,220.42,30.65,20.55,45.06,7.71,132.59,67.71,29.46,30.65,29.46,228,80,73,381,41,29,10,43,13,97,85,187,267,3,6,151,16,10,46,211,61,36,6.07,7.13,17.44,8,8,25,381.0,308,308.0,7,5.28,6.72,6.72,29.01,29.01,28.14
277,NSH,2020,NSH,NSH,Team Level,5on5,56,0.5,0.5,0.51,166657,1342.25,103.02,89.56,320.7,44.31,770.99,557.43,100.44,103.44,100.86,1345,541,527,2413,106,82,13,302,52,593,751,1239,1780,174,396,1272,1084,224,344,1482,336,68,42.81,41.7,18.5,44,42,20,2407.57,1886,1881.49,206,18.46,15.61,16.28,105.19,105.52,103.95,1316.26,104.09,87.88,308.63,41.87,739.54,550.98,100.19,104.84,100.98,1399,434,592,2425,90,93,14,364,37,554,695,1309,1743,177,392,1161,961,230,351,1429,332,72,41.65,41.53,20.9,39,34,17,2447.06,1833,1849.63,226,18.09,20.52,20.74,101.45,102.35,100.78
513,NSH,2022,NSH,NSH,Team Level,4on5,82,0.13,0.11,0.13,26534.0,64.21,7.46,3.81,9.4,2.06,20.39,42.88,7.23,7.46,7.23,63.0,23.0,12.0,98.0,6.0,4.0,0.0,8.0,1.0,16.0,51.0,57.0,80.0,8.0,16.0,211.0,77.0,64.0,33.0,56.0,20.0,10.0,1.94,2.51,3.0,2.0,3.0,1.0,98.0,86.0,86.0,30.0,0.87,0.79,0.79,7.53,7.53,7.4,411.81,51.89,38.57,83.93,14.39,251.69,128.54,48.72,51.89,48.72,407.0,162.0,193.0,762.0,44.0,55.0,7.0,82.0,17.0,210.0,161.0,363.0,525.0,11.0,22.0,250.0,32.0,19.0,88.0,391.0,112.0,66.0,10.03,13.53,28.33,4.0,16.0,24.0,762.0,569.0,569.0,9.0,9.9,12.52,12.42,49.36,49.36,47.32
147,NSH,2019,NSH,NSH,Team Level,5on5,69,0.5,0.51,0.52,201212.0,1774.78,134.57,114.61,430.17,59.32,1001.72,750.69,129.59,135.13,130.09,1775.0,717.0,783.0,3275.0,154.0,128.0,32.0,435.0,55.0,790.0,930.0,1621.0,2338.0,212.0,465.0,1643.0,1082.0,414.0,519.0,2029.0,338.0,125.0,57.18,41.17,36.2,65.0,42.0,47.0,3270.4,2492.0,2490.23,321.0,23.57,27.68,28.03,130.04,130.54,128.35,1678.21,133.44,110.24,394.96,54.9,934.07,708.39,129.55,134.22,130.25,1687.0,649.0,820.0,3156.0,136.0,109.0,28.0,464.0,60.0,693.0,874.0,1551.0,2200.0,210.0,469.0,1479.0,1259.0,424.0,519.0,1828.0,397.0,111.0,52.58,48.65,32.2,58.0,48.0,30.0,3164.21,2336.0,2346.69,324.0,22.72,25.06,24.93,131.23,131.44,129.48
148,NSH,2019,NSH,NSH,Team Level,4on5,69,0.12,0.12,0.15,19994.0,53.09,4.99,2.5,7.19,1.59,16.59,38.13,4.94,4.99,4.94,59.0,12.0,7.0,78.0,6.0,1.0,0.0,2.0,0.0,14.0,48.0,53.0,65.0,8.0,19.0,166.0,40.0,60.0,40.0,49.0,17.0,5.0,1.38,2.13,1.47,2.0,3.0,1.0,78.0,71.0,71.0,38.0,0.57,0.42,0.42,5.14,5.14,5.1,294.89,36.31,26.04,60.76,9.57,184.19,98.13,34.06,36.31,34.06,301.0,114.0,135.0,550.0,45.0,23.0,6.0,61.0,12.0,159.0,115.0,256.0,370.0,15.0,33.0,191.0,24.0,17.0,61.0,288.0,82.0,45.0,7.73,9.74,18.85,9.0,10.0,26.0,550.0,415.0,415.0,4.0,6.56,7.35,7.35,35.53,35.53,34.26
149,NSH,2019,NSH,NSH,Team Level,5on4,69,0.88,0.88,0.87,20381.0,307.69,33.4,28.54,65.15,10.46,196.66,99.87,31.76,33.4,31.76,328.0,107.0,145.0,580.0,35.0,40.0,13.0,64.0,9.0,162.0,125.0,293.0,400.0,15.0,26.0,202.0,14.0,13.0,64.0,342.0,59.0,34.0,8.46,6.74,18.21,4.0,6.0,25.0,580.0,435.0,435.0,5.0,7.26,11.47,11.12,29.47,29.47,28.59,47.75,4.43,2.58,7.24,1.76,15.74,34.24,4.27,4.43,4.27,53.0,13.0,11.0,77.0,7.0,3.0,0.0,6.0,1.0,9.0,40.0,46.0,59.0,18.0,36.0,165.0,51.0,44.0,44.0,48.0,13.0,5.0,1.29,1.6,1.54,4.0,2.0,1.0,77.0,66.0,66.0,41.0,0.59,0.82,0.82,4.21,4.21,4.18
328,NSH,2021,NSH,NSH,Team Level,4on5,82,0.08,0.1,0.11,25976.0,51.86,4.54,2.67,7.15,1.54,16.76,37.36,4.47,4.54,4.47,51.0,19.0,12.0,82.0,2.0,0.0,0.0,5.0,1.0,11.0,51.0,49.0,68.0,18.0,39.0,238.0,68.0,51.0,39.0,50.0,18.0,2.0,1.7,2.15,0.69,1.0,1.0,0.0,82.0,70.0,70.0,35.0,0.61,0.0,0.0,5.15,5.15,5.07,416.93,53.28,37.07,83.78,13.77,256.45,132.64,49.49,53.28,49.49,414.0,163.0,186.0,763.0,53.0,40.0,8.0,89.0,22.0,226.0,147.0,361.0,524.0,23.0,52.0,236.0,35.0,20.0,60.0,405.0,107.0,65.0,10.46,13.13,29.69,11.0,13.0,29.0,763.0,577.0,577.0,4.0,9.51,8.61,8.61,54.2,54.2,50.7
327,NSH,2021,NSH,NSH,Team Level,5on5,82,0.5,0.5,0.5,236018.0,1888.06,158.2,128.83,443.03,63.82,1084.49,792.62,153.91,159.31,155.0,1878.0,793.0,823.0,3494.0,165.0,133.0,26.0,484.0,68.0,859.0,962.0,1713.0,2506.0,335.0,851.0,1847.0,2328.0,440.0,606.0,2038.0,514.0,119.0,63.77,62.16,32.26,63.0,67.0,35.0,3510.3,2671.0,2680.91,305.0,26.67,26.5,26.5,158.36,159.11,156.74,1911.64,158.48,129.39,443.82,62.53,1087.29,794.5,154.58,158.8,154.88,1955.0,721.0,863.0,3539.0,156.0,104.0,16.0,494.0,81.0,827.0,1014.0,1799.0,2520.0,314.0,807.0,1797.0,1840.0,470.0,558.0,2055.0,504.0,117.0,65.27,61.38,31.84,58.0,66.0,32.0,3535.74,2676.0,2675.67,330.0,26.76,22.68,22.73,162.51,162.77,160.25
326,NSH,2021,NSH,NSH,Team Level,all,82,0.49,0.49,0.49,298641.0,2447.36,251.48,173.32,546.73,83.03,1405.29,997.16,242.8,252.6,243.89,2440.0,1017.0,1046.0,4503.0,262.0,173.0,38.0,601.0,83.0,1119.0,1219.0,2178.0,3195.0,375.0,935.0,2495.0,2470.0,535.0,764.0,2519.0,711.0,227.0,79.67,85.18,86.63,82.0,92.0,88.0,4519.3,3457.0,3466.91,363.0,38.51,37.68,37.68,252.32,253.07,247.13,2592.78,259.4,185.01,571.43,85.4,1481.63,1036.13,248.36,259.72,248.67,2647.0,972.0,1160.0,4779.0,250.0,159.0,26.0,636.0,112.0,1174.0,1288.0,2397.0,3369.0,350.0,888.0,2374.0,1991.0,569.0,683.0,2655.0,725.0,239.0,82.8,88.36,88.25,77.0,88.0,85.0,4775.74,3619.0,3618.67,378.0,41.5,35.64,35.69,265.22,265.48,257.01
325,NSH,2021,NSH,NSH,Team Level,other,82,0.47,0.42,0.44,13454.0,156.08,34.97,11.35,27.3,5.59,86.07,54.71,33.8,34.97,33.8,151.0,69.0,56.0,276.0,34.0,7.0,0.0,32.0,8.0,81.0,58.0,117.0,186.0,7.0,14.0,166.0,45.0,24.0,37.0,113.0,66.0,41.0,4.45,8.06,22.46,7.0,11.0,16.0,276.0,220.0,220.0,15.0,3.23,2.41,2.41,35.79,35.79,34.81,201.84,40.14,15.09,35.17,6.97,118.39,67.22,37.09,40.14,37.09,206.0,77.0,99.0,382.0,36.0,12.0,1.0,45.0,8.0,109.0,73.0,170.0,247.0,6.0,12.0,172.0,43.0,22.0,28.0,145.0,90.0,48.0,5.42,10.73,23.99,6.0,8.0,22.0,382.0,283.0,283.0,12.0,4.44,3.38,3.38,41.2,41.2,38.78
329,NSH,2021,NSH,NSH,Team Level,5on4,82,0.88,0.87,0.86,23193.0,351.37,53.77,30.46,69.27,12.07,217.95,112.48,50.62,53.77,50.62,360.0,136.0,155.0,651.0,61.0,33.0,12.0,80.0,6.0,168.0,148.0,299.0,435.0,15.0,31.0,244.0,29.0,20.0,82.0,318.0,113.0,65.0,9.74,12.81,31.22,11.0,13.0,37.0,651.0,496.0,496.0,8.0,8.02,8.77,8.77,53.02,53.02,50.51,62.37,7.5,3.47,8.65,2.13,19.5,41.75,7.2,7.5,7.2,72.0,11.0,12.0,95.0,5.0,3.0,1.0,8.0,1.0,12.0,54.0,67.0,78.0,7.0,17.0,169.0,73.0,57.0,37.0,50.0,24.0,9.0,1.65,3.12,2.72,2.0,1.0,2.0,95.0,83.0,83.0,32.0,0.8,0.98,0.98,7.31,7.31,7.29
514,NSH,2022,NSH,NSH,Team Level,5on4,82,0.81,0.84,0.82,23842.0,341.42,39.08,32.49,69.91,11.74,217.44,114.34,36.71,39.08,36.71,331.0,154.0,162.0,647.0,38.0,29.0,4.0,64.0,9.0,180.0,165.0,293.0,447.0,17.0,34.0,200.0,25.0,17.0,66.0,329.0,112.0,44.0,8.43,13.53,17.13,7.0,9.0,22.0,647.0,485.0,485.0,3.0,8.28,5.17,4.43,42.94,42.94,40.82,80.33,8.9,4.41,10.86,2.46,24.99,53.38,8.68,8.9,8.68,93.0,12.0,14.0,119.0,6.0,4.0,0.0,7.0,1.0,19.0,68.0,87.0,99.0,6.0,12.0,193.0,65.0,63.0,41.0,65.0,29.0,11.0,2.16,3.5,3.24,2.0,3.0,1.0,119.0,105.0,105.0,37.0,1.0,0.72,0.72,9.19,9.19,9.11
510,NSH,2022,NSH,NSH,Team Level,other,82,0.51,0.53,0.55,11154.0,189.22,38.8,14.39,33.62,6.18,105.62,64.39,34.45,38.8,34.45,185.0,78.0,69.0,332.0,33.0,18.0,4.0,37.0,9.0,82.0,84.0,152.0,230.0,4.0,11.0,142.0,40.0,23.0,22.0,143.0,72.0,48.0,6.35,8.63,23.82,8.0,7.0,18.0,332.0,263.0,263.0,8.0,4.19,7.07,7.07,35.92,35.92,33.02,154.03,37.75,10.58,24.97,5.18,80.47,52.05,32.71,37.75,32.71,143.0,68.0,82.0,293.0,33.0,9.0,3.0,15.0,10.0,76.0,68.0,110.0,178.0,8.0,16.0,118.0,39.0,25.0,22.0,95.0,69.0,47.0,4.09,8.48,25.18,7.0,9.0,17.0,293.0,211.0,211.0,8.0,3.08,2.98,2.98,37.86,37.86,34.03
655,NSH,2023,NSH,NSH,Team Level,other,82,0.5,0.53,0.53,11136.0,160.24,36.36,11.67,30.59,5.66,84.25,49.47,33.7,36.36,33.7,153.0,65.0,74.0,292.0,37.0,18.0,2.0,21.0,2.0,86.0,54.0,116.0,181.0,6.0,15.0,130.0,41.0,24.0,24.0,112.0,48.0,58.0,4.14,5.59,26.64,5.0,5.0,27.0,292.0,218.0,218.0,12.0,3.45,5.44,5.24,34.57,34.57,33.22,139.18,36.94,9.94,24.16,4.74,72.24,41.99,34.21,36.94,34.21,136.0,54.0,66.0,256.0,38.0,17.0,4.0,14.0,4.0,68.0,49.0,98.0,152.0,9.0,21.0,119.0,46.0,16.0,20.0,85.0,48.0,57.0,3.37,5.97,27.61,7.0,7.0,24.0,256.0,190.0,190.0,7.0,2.84,7.24,7.24,32.55,32.55,30.99
656,NSH,2023,NSH,NSH,Team Level,all,82,0.52,0.52,0.52,297142.0,2753.53,273.29,193.0,668.22,94.12,1487.53,1066.84,260.11,275.79,262.45,2642.0,1141.0,1424.0,5207.0,266.0,287.0,41.0,546.0,10.0,1346.0,1328.0,2376.0,3517.0,299.0,706.0,2349.0,2149.0,651.0,762.0,2769.0,701.0,313.0,78.52,87.84,106.93,89.0,76.0,101.0,5261.56,3783.0,3821.94,421.0,43.13,61.18,61.23,255.18,257.17,250.86,2539.52,250.29,170.93,615.33,87.56,1348.45,998.44,238.57,250.82,239.08,2507.0,964.0,1342.0,4813.0,248.0,271.0,27.0,483.0,10.0,1219.0,1240.0,2259.0,3223.0,313.0,727.0,2316.0,1962.0,592.0,820.0,2549.0,630.0,292.0,71.15,78.91,100.24,85.0,81.0,82.0,4804.68,3471.0,3464.73,473.0,38.03,55.61,55.7,232.63,233.27,227.39
657,NSH,2023,NSH,NSH,Team Level,5on5,82,0.53,0.51,0.52,237162.0,2133.49,184.22,140.57,543.78,72.67,1141.68,851.09,176.83,186.71,179.16,2037.0,897.0,1126.0,4060.0,168.0,215.0,29.0,454.0,6.0,1022.0,1069.0,1869.0,2766.0,264.0,635.0,1820.0,1997.0,555.0,633.0,2215.0,529.0,190.0,62.44,67.52,54.25,69.0,58.0,41.0,4114.56,2934.0,2972.94,372.0,29.28,42.95,43.48,170.01,171.99,168.85,1991.81,163.77,126.86,506.15,68.73,1059.46,804.03,158.18,164.3,158.68,1960.0,769.0,1101.0,3830.0,156.0,196.0,17.0,405.0,5.0,970.0,997.0,1804.0,2573.0,283.0,660.0,1752.0,1793.0,500.0,711.0,2074.0,490.0,165.0,56.86,61.68,45.23,69.0,60.0,27.0,3821.68,2729.0,2722.73,432.0,26.37,37.04,37.44,152.7,153.35,151.04
